date,temp_mean,temp_max,temp_min,humidity,rainfall,District,year,month,Season
2020-01-01,24.2,27.8,22.2,90,8.1,Kancheepuram,2020,1,Rabi
2020-01-02,24.9,28.3,22.1,89,1.7,Kancheepuram,2020,1,Rabi
2020-01-03,25.5,29.6,22.5,86,1.3,Kancheepuram,2020,1,Rabi
2020-01-04,25.9,30.1,22.7,87,0.2,Kancheepuram,2020,1,Rabi
2020-01-05,25.2,28.5,23.1,88,2.7,Kancheepuram,2020,1,Rabi
2020-01-06,25.0,28.5,23.0,87,2.8,Kancheepuram,2020,1,Rabi
2020-01-07,24.8,28.4,22.5,85,0.8,Kancheepuram,2020,1,Rabi
2020-01-08,24.4,29.0,20.8,80,0.0,Kancheepuram,2020,1,Rabi
2020-01-09,23.7,29.0,19.6,79,0.0,Kancheepuram,2020,1,Rabi
2020-01-10,23.5,28.5,19.4,77,0.0,Kancheepuram,2020,1,Rabi
2020-01-11,23.9,28.8,20.6,73,0.0,Kancheepuram,2020,1,Rabi
2020-01-12,23.6,27.0,20.1,82,1.0,Kancheepuram,2020,1,Rabi
2020-01-13,23.9,29.5,20.0,79,0.0,Kancheepuram,2020,1,Rabi
2020-01-14,22.6,28.2,17.9,77,0.0,Kancheepuram,2020,1,Rabi
2020-01-15,23.5,28.5,19.9,70,0.0,Kancheepuram,2020,1,Rabi
2020-01-16,24.1,29.6,20.0,72,0.0,Kancheepuram,2020,1,Rabi
2020-01-17,24.0,28.7,19.4,83,1.1,Kancheepuram,2020,1,Rabi
2020-01-18,24.8,28.0,22.8,86,6.9,Kancheepuram,2020,1,Rabi
2020-01-19,25.2,29.8,22.0,80,0.0,Kancheepuram,2020,1,Rabi
2020-01-20,24.8,30.3,21.1,81,0.0,Kancheepuram,2020,1,Rabi
2020-01-21,24.8,29.5,21.5,75,0.0,Kancheepuram,2020,1,Rabi
2020-01-22,24.9,29.7,20.7,75,0.0,Kancheepuram,2020,1,Rabi
2020-01-23,25.1,30.0,21.4,74,0.2,Kancheepuram,2020,1,Rabi
2020-01-24,23.6,30.2,19.0,77,0.0,Kancheepuram,2020,1,Rabi
2020-01-25,23.1,29.9,17.8,79,0.0,Kancheepuram,2020,1,Rabi
2020-01-26,23.5,30.2,18.5,78,0.0,Kancheepuram,2020,1,Rabi
2020-01-27,24.0,30.3,19.0,79,0.0,Kancheepuram,2020,1,Rabi
2020-01-28,24.8,30.8,20.0,78,0.0,Kancheepuram,2020,1,Rabi
2020-01-29,25.4,31.5,21.5,78,0.0,Kancheepuram,2020,1,Rabi
2020-01-30,25.2,31.4,20.7,78,0.0,Kancheepuram,2020,1,Rabi
2020-01-31,25.2,31.4,20.4,78,0.0,Kancheepuram,2020,1,Rabi
2020-02-01,25.7,30.8,22.1,75,0.3,Kancheepuram,2020,2,Rabi
2020-02-02,25.3,30.6,21.0,74,0.0,Kancheepuram,2020,2,Rabi
2020-02-03,24.4,30.6,19.7,78,0.0,Kancheepuram,2020,2,Rabi
2020-02-04,24.6,29.5,20.8,80,0.4,Kancheepuram,2020,2,Rabi
2020-02-05,24.8,30.4,20.2,75,0.1,Kancheepuram,2020,2,Rabi
2020-02-06,24.5,30.8,19.5,76,0.0,Kancheepuram,2020,2,Rabi
2020-02-07,25.2,30.9,20.7,73,0.0,Kancheepuram,2020,2,Rabi
2020-02-08,25.4,30.8,21.1,71,0.0,Kancheepuram,2020,2,Rabi
2020-02-09,25.3,28.9,21.9,74,1.3,Kancheepuram,2020,2,Rabi
2020-02-10,25.4,30.5,21.4,69,0.0,Kancheepuram,2020,2,Rabi
2020-02-11,25.0,29.8,21.8,77,1.0,Kancheepuram,2020,2,Rabi
2020-02-12,25.5,30.5,21.5,76,0.0,Kancheepuram,2020,2,Rabi
2020-02-13,25.6,31.6,21.6,74,0.0,Kancheepuram,2020,2,Rabi
2020-02-14,25.2,32.0,20.2,71,0.0,Kancheepuram,2020,2,Rabi
2020-02-15,24.7,32.3,19.0,70,0.0,Kancheepuram,2020,2,Rabi
2020-02-16,23.9,31.5,17.1,73,0.0,Kancheepuram,2020,2,Rabi
2020-02-17,24.7,31.3,19.9,68,0.0,Kancheepuram,2020,2,Rabi
2020-02-18,24.4,31.0,18.5,69,0.0,Kancheepuram,2020,2,Rabi
2020-02-19,24.4,30.8,18.8,70,0.0,Kancheepuram,2020,2,Rabi
2020-02-20,24.8,31.1,19.6,68,0.0,Kancheepuram,2020,2,Rabi
2020-02-21,25.3,32.8,19.2,71,0.0,Kancheepuram,2020,2,Rabi
2020-02-22,25.9,31.1,21.9,75,0.4,Kancheepuram,2020,2,Rabi
2020-02-23,25.8,31.1,21.9,76,0.4,Kancheepuram,2020,2,Rabi
2020-02-24,25.9,32.0,21.0,76,0.3,Kancheepuram,2020,2,Rabi
2020-02-25,26.5,32.7,21.6,75,0.0,Kancheepuram,2020,2,Rabi
2020-02-26,26.7,31.7,22.2,74,0.4,Kancheepuram,2020,2,Rabi
2020-02-27,26.6,32.1,22.1,75,0.6,Kancheepuram,2020,2,Rabi
2020-02-28,26.4,31.8,22.8,74,0.3,Kancheepuram,2020,2,Rabi
2020-02-29,26.3,32.2,22.3,74,0.4,Kancheepuram,2020,2,Rabi
2020-03-01,26.4,32.0,22.9,72,0.3,Kancheepuram,2020,3,Summer
2020-03-02,26.1,31.9,21.0,70,0.0,Kancheepuram,2020,3,Summer
2020-03-03,26.9,33.7,21.5,69,0.0,Kancheepuram,2020,3,Summer
2020-03-04,27.2,34.4,22.1,72,0.0,Kancheepuram,2020,3,Summer
2020-03-05,27.3,32.6,22.6,72,0.5,Kancheepuram,2020,3,Summer
2020-03-06,27.2,31.9,23.4,75,0.9,Kancheepuram,2020,3,Summer
2020-03-07,27.6,32.0,24.9,74,0.4,Kancheepuram,2020,3,Summer
2020-03-08,27.1,31.6,23.4,75,1.3,Kancheepuram,2020,3,Summer
2020-03-09,26.9,33.8,22.3,71,0.0,Kancheepuram,2020,3,Summer
2020-03-10,27.1,34.3,21.6,70,0.0,Kancheepuram,2020,3,Summer
2020-03-11,27.1,34.4,21.9,69,0.0,Kancheepuram,2020,3,Summer
2020-03-12,27.3,34.8,21.8,70,0.0,Kancheepuram,2020,3,Summer
2020-03-13,27.2,34.7,21.9,71,0.0,Kancheepuram,2020,3,Summer
2020-03-14,27.4,34.5,22.0,71,0.0,Kancheepuram,2020,3,Summer
2020-03-15,27.7,34.5,23.5,69,0.1,Kancheepuram,2020,3,Summer
2020-03-16,27.7,34.1,23.2,73,1.6,Kancheepuram,2020,3,Summer
2020-03-17,28.3,35.2,23.5,69,0.0,Kancheepuram,2020,3,Summer
2020-03-18,28.4,36.1,22.8,70,0.0,Kancheepuram,2020,3,Summer
2020-03-19,28.7,36.5,23.4,68,0.0,Kancheepuram,2020,3,Summer
2020-03-20,28.5,36.3,23.1,69,0.0,Kancheepuram,2020,3,Summer
2020-03-21,28.9,35.8,24.3,68,0.4,Kancheepuram,2020,3,Summer
2020-03-22,29.3,36.0,25.2,66,0.1,Kancheepuram,2020,3,Summer
2020-03-23,28.8,35.0,24.9,66,0.0,Kancheepuram,2020,3,Summer
2020-03-24,28.1,35.3,23.2,68,0.1,Kancheepuram,2020,3,Summer
2020-03-25,28.3,34.8,23.0,66,0.0,Kancheepuram,2020,3,Summer
2020-03-26,28.3,35.6,23.2,68,0.0,Kancheepuram,2020,3,Summer
2020-03-27,28.4,35.8,23.5,65,0.0,Kancheepuram,2020,3,Summer
2020-03-28,28.1,36.7,21.5,66,0.0,Kancheepuram,2020,3,Summer
2020-03-29,28.4,36.8,21.7,66,0.0,Kancheepuram,2020,3,Summer
2020-03-30,27.9,36.0,21.7,66,0.0,Kancheepuram,2020,3,Summer
2020-03-31,28.3,36.8,21.8,67,0.0,Kancheepuram,2020,3,Summer
2020-04-01,29.0,37.8,21.9,66,0.0,Kancheepuram,2020,4,Summer
2020-04-02,29.6,37.9,24.4,67,0.0,Kancheepuram,2020,4,Summer
2020-04-03,29.4,37.4,24.0,69,0.1,Kancheepuram,2020,4,Summer
2020-04-04,29.6,36.5,25.0,67,0.0,Kancheepuram,2020,4,Summer
2020-04-05,30.1,36.2,26.0,70,0.9,Kancheepuram,2020,4,Summer
2020-04-06,30.6,37.5,26.5,69,0.2,Kancheepuram,2020,4,Summer
2020-04-07,30.7,37.8,26.5,67,0.1,Kancheepuram,2020,4,Summer
2020-04-08,30.7,37.3,26.9,69,0.2,Kancheepuram,2020,4,Summer
2020-04-09,30.0,35.5,26.5,71,2.8,Kancheepuram,2020,4,Summer
2020-04-10,29.7,36.8,25.4,69,0.1,Kancheepuram,2020,4,Summer
2020-04-11,29.8,36.2,25.3,66,0.0,Kancheepuram,2020,4,Summer
2020-04-12,29.4,37.4,24.0,65,0.0,Kancheepuram,2020,4,Summer
2020-04-13,29.4,37.7,23.2,66,0.0,Kancheepuram,2020,4,Summer
2020-04-14,29.1,37.2,22.8,67,0.0,Kancheepuram,2020,4,Summer
2020-04-15,29.5,37.3,24.2,65,0.1,Kancheepuram,2020,4,Summer
2020-04-16,30.0,38.0,24.2,65,0.0,Kancheepuram,2020,4,Summer
2020-04-17,30.5,38.5,25.9,67,0.0,Kancheepuram,2020,4,Summer
2020-04-18,30.6,37.4,26.6,68,0.0,Kancheepuram,2020,4,Summer
2020-04-19,30.4,37.2,26.7,69,0.3,Kancheepuram,2020,4,Summer
2020-04-20,30.4,37.4,25.9,67,0.1,Kancheepuram,2020,4,Summer
2020-04-21,30.3,37.2,25.5,66,0.0,Kancheepuram,2020,4,Summer
2020-04-22,30.4,38.6,25.0,68,0.0,Kancheepuram,2020,4,Summer
2020-04-23,30.8,39.0,26.2,68,0.0,Kancheepuram,2020,4,Summer
2020-04-24,31.5,39.1,26.8,64,0.0,Kancheepuram,2020,4,Summer
2020-04-25,32.1,40.2,27.1,64,0.6,Kancheepuram,2020,4,Summer
2020-04-26,30.6,36.5,27.0,70,1.8,Kancheepuram,2020,4,Summer
2020-04-27,30.7,36.2,27.1,70,0.2,Kancheepuram,2020,4,Summer
2020-04-28,30.1,34.0,27.5,73,0.9,Kancheepuram,2020,4,Summer
2020-04-29,29.1,34.2,24.9,74,2.0,Kancheepuram,2020,4,Summer
2020-04-30,30.3,35.6,25.8,73,0.2,Kancheepuram,2020,4,Summer
2020-05-01,31.3,37.7,26.4,67,0.0,Kancheepuram,2020,5,Summer
2020-05-02,31.7,38.0,27.1,67,0.0,Kancheepuram,2020,5,Summer
2020-05-03,31.5,38.7,26.9,67,0.0,Kancheepuram,2020,5,Summer
2020-05-04,31.2,39.2,26.0,66,0.0,Kancheepuram,2020,5,Summer
2020-05-05,31.0,38.2,26.1,66,0.0,Kancheepuram,2020,5,Summer
2020-05-06,31.1,38.7,26.0,67,0.0,Kancheepuram,2020,5,Summer
2020-05-07,31.4,38.4,27.1,68,0.0,Kancheepuram,2020,5,Summer
2020-05-08,31.8,38.7,27.4,66,0.1,Kancheepuram,2020,5,Summer
2020-05-09,31.8,39.4,27.5,65,0.0,Kancheepuram,2020,5,Summer
2020-05-10,31.5,39.2,26.9,65,0.0,Kancheepuram,2020,5,Summer
2020-05-11,31.2,38.0,27.2,67,0.0,Kancheepuram,2020,5,Summer
2020-05-12,29.8,34.1,27.2,74,0.7,Kancheepuram,2020,5,Summer
2020-05-13,30.8,37.0,26.4,69,0.0,Kancheepuram,2020,5,Summer
2020-05-14,31.1,37.2,26.8,67,0.0,Kancheepuram,2020,5,Summer
2020-05-15,31.1,37.1,25.8,68,0.3,Kancheepuram,2020,5,Summer
2020-05-16,32.2,39.5,27.7,63,0.0,Kancheepuram,2020,5,Summer
2020-05-17,32.1,37.8,27.4,64,0.0,Kancheepuram,2020,5,Summer
2020-05-18,33.3,39.5,28.0,55,0.7,Kancheepuram,2020,5,Summer
2020-05-19,34.8,41.5,28.7,44,0.0,Kancheepuram,2020,5,Summer
2020-05-20,35.1,41.9,30.2,42,0.0,Kancheepuram,2020,5,Summer
2020-05-21,34.0,40.8,28.3,46,0.0,Kancheepuram,2020,5,Summer
2020-05-22,33.8,40.7,28.0,55,0.0,Kancheepuram,2020,5,Summer
2020-05-23,33.2,41.1,28.4,60,0.0,Kancheepuram,2020,5,Summer
2020-05-24,32.4,40.3,27.6,68,0.0,Kancheepuram,2020,5,Summer
2020-05-25,32.1,39.7,27.8,68,0.0,Kancheepuram,2020,5,Summer
2020-05-26,32.1,38.7,27.9,69,0.4,Kancheepuram,2020,5,Summer
2020-05-27,32.4,38.7,28.0,68,0.0,Kancheepuram,2020,5,Summer
2020-05-28,33.5,40.0,28.8,59,0.0,Kancheepuram,2020,5,Summer
2020-05-29,33.4,40.0,28.2,57,0.0,Kancheepuram,2020,5,Summer
2020-05-30,33.1,38.5,29.2,58,0.0,Kancheepuram,2020,5,Summer
2020-05-31,32.4,37.8,28.6,62,0.0,Kancheepuram,2020,5,Summer
2020-06-01,32.3,38.5,28.9,61,0.8,Kancheepuram,2020,6,Kharif
2020-06-02,31.2,36.5,27.1,64,0.6,Kancheepuram,2020,6,Kharif
2020-06-03,31.8,37.5,27.5,57,0.2,Kancheepuram,2020,6,Kharif
2020-06-04,32.7,38.5,28.1,54,0.3,Kancheepuram,2020,6,Kharif
2020-06-05,32.8,38.8,28.5,54,1.0,Kancheepuram,2020,6,Kharif
2020-06-06,32.3,38.5,27.7,56,0.4,Kancheepuram,2020,6,Kharif
2020-06-07,31.4,35.8,27.8,55,1.0,Kancheepuram,2020,6,Kharif
2020-06-08,33.0,39.5,28.4,48,0.0,Kancheepuram,2020,6,Kharif
2020-06-09,33.1,39.5,28.3,52,0.0,Kancheepuram,2020,6,Kharif
2020-06-10,31.3,35.1,27.5,57,1.4,Kancheepuram,2020,6,Kharif
2020-06-11,31.0,35.3,26.8,57,0.2,Kancheepuram,2020,6,Kharif
2020-06-12,31.7,36.2,27.8,51,0.0,Kancheepuram,2020,6,Kharif
2020-06-13,32.5,38.2,28.2,51,0.2,Kancheepuram,2020,6,Kharif
2020-06-14,33.5,38.0,28.2,48,0.2,Kancheepuram,2020,6,Kharif
2020-06-15,33.8,39.6,29.8,48,0.0,Kancheepuram,2020,6,Kharif
2020-06-16,33.3,39.8,29.4,52,0.3,Kancheepuram,2020,6,Kharif
2020-06-17,33.3,39.7,28.6,51,0.3,Kancheepuram,2020,6,Kharif
2020-06-18,33.3,38.2,29.5,47,0.2,Kancheepuram,2020,6,Kharif
2020-06-19,33.8,39.6,29.4,45,0.1,Kancheepuram,2020,6,Kharif
2020-06-20,33.1,39.5,27.6,49,0.7,Kancheepuram,2020,6,Kharif
2020-06-21,31.7,37.8,27.4,56,0.6,Kancheepuram,2020,6,Kharif
2020-06-22,30.8,38.8,26.1,61,12.6,Kancheepuram,2020,6,Kharif
2020-06-23,29.6,36.5,25.5,71,18.9,Kancheepuram,2020,6,Kharif
2020-06-24,28.9,35.0,24.9,76,4.5,Kancheepuram,2020,6,Kharif
2020-06-25,28.9,33.7,25.7,74,2.8,Kancheepuram,2020,6,Kharif
2020-06-26,29.3,34.5,25.2,74,2.6,Kancheepuram,2020,6,Kharif
2020-06-27,30.3,34.8,25.8,71,7.7,Kancheepuram,2020,6,Kharif
2020-06-28,29.4,35.2,26.5,77,9.4,Kancheepuram,2020,6,Kharif
2020-06-29,28.7,33.7,25.9,81,14.7,Kancheepuram,2020,6,Kharif
2020-06-30,28.6,33.9,25.3,80,7.6,Kancheepuram,2020,6,Kharif
2020-07-01,28.8,33.1,25.2,78,5.9,Kancheepuram,2020,7,Kharif
2020-07-02,28.6,32.2,26.2,78,2.8,Kancheepuram,2020,7,Kharif
2020-07-03,28.7,33.1,25.1,75,2.2,Kancheepuram,2020,7,Kharif
2020-07-04,28.4,32.8,24.9,75,2.3,Kancheepuram,2020,7,Kharif
2020-07-05,28.8,32.3,25.6,72,0.0,Kancheepuram,2020,7,Kharif
2020-07-06,29.4,34.2,26.0,69,0.3,Kancheepuram,2020,7,Kharif
2020-07-07,29.7,34.8,25.9,72,3.9,Kancheepuram,2020,7,Kharif
2020-07-08,28.7,33.5,24.9,77,6.1,Kancheepuram,2020,7,Kharif
2020-07-09,28.2,32.2,25.0,78,16.7,Kancheepuram,2020,7,Kharif
2020-07-10,27.9,32.3,24.9,79,21.0,Kancheepuram,2020,7,Kharif
2020-07-11,28.2,33.1,24.9,80,3.7,Kancheepuram,2020,7,Kharif
2020-07-12,28.8,33.4,25.5,80,8.4,Kancheepuram,2020,7,Kharif
2020-07-13,28.1,32.2,24.2,80,8.0,Kancheepuram,2020,7,Kharif
2020-07-14,28.8,31.6,25.8,74,0.2,Kancheepuram,2020,7,Kharif
2020-07-15,28.2,31.8,25.4,80,5.0,Kancheepuram,2020,7,Kharif
2020-07-16,28.0,32.1,25.5,77,1.9,Kancheepuram,2020,7,Kharif
2020-07-17,28.7,32.3,25.3,73,1.7,Kancheepuram,2020,7,Kharif
2020-07-18,29.2,32.8,26.0,68,0.4,Kancheepuram,2020,7,Kharif
2020-07-19,28.4,31.5,25.4,78,6.2,Kancheepuram,2020,7,Kharif
2020-07-20,28.1,31.9,24.9,80,13.0,Kancheepuram,2020,7,Kharif
2020-07-21,28.9,33.2,25.7,76,0.4,Kancheepuram,2020,7,Kharif
2020-07-22,28.6,32.4,25.6,76,0.1,Kancheepuram,2020,7,Kharif
2020-07-23,28.7,32.7,25.4,75,15.2,Kancheepuram,2020,7,Kharif
2020-07-24,27.8,32.5,24.6,84,14.3,Kancheepuram,2020,7,Kharif
2020-07-25,27.8,33.0,24.4,82,27.1,Kancheepuram,2020,7,Kharif
2020-07-26,27.8,33.6,23.9,80,0.8,Kancheepuram,2020,7,Kharif
2020-07-27,28.9,33.6,25.4,75,0.8,Kancheepuram,2020,7,Kharif
2020-07-28,28.7,33.7,25.2,74,13.1,Kancheepuram,2020,7,Kharif
2020-07-29,27.0,32.1,24.4,86,17.0,Kancheepuram,2020,7,Kharif
2020-07-30,28.2,33.2,24.5,82,11.6,Kancheepuram,2020,7,Kharif
2020-07-31,28.5,32.5,24.7,80,0.8,Kancheepuram,2020,7,Kharif
2020-08-01,28.6,32.5,25.8,77,1.3,Kancheepuram,2020,8,Kharif
2020-08-02,29.0,32.3,25.9,74,1.3,Kancheepuram,2020,8,Kharif
2020-08-03,28.0,31.5,25.0,76,1.7,Kancheepuram,2020,8,Kharif
2020-08-04,28.0,33.1,25.1,74,0.7,Kancheepuram,2020,8,Kharif
2020-08-05,27.3,30.5,24.3,74,2.0,Kancheepuram,2020,8,Kharif
2020-08-06,28.8,32.2,25.7,68,0.0,Kancheepuram,2020,8,Kharif
2020-08-07,29.7,34.4,25.9,68,0.1,Kancheepuram,2020,8,Kharif
2020-08-08,29.8,33.0,27.4,68,0.8,Kancheepuram,2020,8,Kharif
2020-08-09,27.4,30.2,25.2,79,7.3,Kancheepuram,2020,8,Kharif
2020-08-10,27.5,32.6,24.6,81,3.2,Kancheepuram,2020,8,Kharif
2020-08-11,28.5,34.0,25.0,75,5.1,Kancheepuram,2020,8,Kharif
2020-08-12,28.5,33.2,25.1,75,1.5,Kancheepuram,2020,8,Kharif
2020-08-13,29.0,33.7,26.2,70,0.1,Kancheepuram,2020,8,Kharif
2020-08-14,28.7,33.5,25.8,70,0.0,Kancheepuram,2020,8,Kharif
2020-08-15,28.5,33.0,25.9,68,0.0,Kancheepuram,2020,8,Kharif
2020-08-16,28.0,32.4,25.0,68,1.7,Kancheepuram,2020,8,Kharif
2020-08-17,28.1,33.3,24.7,75,2.5,Kancheepuram,2020,8,Kharif
2020-08-18,28.4,32.0,25.9,73,1.9,Kancheepuram,2020,8,Kharif
2020-08-19,29.3,34.8,25.6,70,0.3,Kancheepuram,2020,8,Kharif
2020-08-20,29.0,32.3,27.0,69,0.0,Kancheepuram,2020,8,Kharif
2020-08-21,29.7,34.3,25.6,72,0.4,Kancheepuram,2020,8,Kharif
2020-08-22,29.7,34.3,26.2,72,0.3,Kancheepuram,2020,8,Kharif
2020-08-23,28.4,33.5,24.7,78,28.2,Kancheepuram,2020,8,Kharif
2020-08-24,27.9,32.5,24.5,82,14.4,Kancheepuram,2020,8,Kharif
2020-08-25,28.2,31.4,25.5,81,1.9,Kancheepuram,2020,8,Kharif
2020-08-26,28.3,32.5,25.0,81,2.5,Kancheepuram,2020,8,Kharif
2020-08-27,28.6,33.7,24.8,77,2.8,Kancheepuram,2020,8,Kharif
2020-08-28,28.9,33.1,25.0,74,0.2,Kancheepuram,2020,8,Kharif
2020-08-29,29.3,34.0,25.7,74,0.0,Kancheepuram,2020,8,Kharif
2020-08-30,29.2,33.7,25.8,74,7.4,Kancheepuram,2020,8,Kharif
2020-08-31,28.7,33.5,24.4,78,4.0,Kancheepuram,2020,8,Kharif
2020-09-01,27.7,32.3,24.7,83,27.1,Kancheepuram,2020,9,Kharif
2020-09-02,27.2,30.8,24.9,85,16.4,Kancheepuram,2020,9,Kharif
2020-09-03,27.1,31.2,23.8,86,9.3,Kancheepuram,2020,9,Kharif
2020-09-04,27.4,31.3,24.7,84,4.9,Kancheepuram,2020,9,Kharif
2020-09-05,27.6,31.6,24.8,83,1.6,Kancheepuram,2020,9,Kharif
2020-09-06,27.6,31.5,24.9,84,9.7,Kancheepuram,2020,9,Kharif
2020-09-07,27.8,33.0,24.8,83,15.9,Kancheepuram,2020,9,Kharif
2020-09-08,28.6,33.2,25.3,78,0.7,Kancheepuram,2020,9,Kharif
2020-09-09,27.5,31.7,25.1,85,21.0,Kancheepuram,2020,9,Kharif
2020-09-10,27.4,30.8,24.8,83,1.9,Kancheepuram,2020,9,Kharif
2020-09-11,28.0,31.5,25.0,75,0.8,Kancheepuram,2020,9,Kharif
2020-09-12,26.4,29.1,24.9,88,7.6,Kancheepuram,2020,9,Kharif
2020-09-13,25.7,27.6,24.5,90,9.9,Kancheepuram,2020,9,Kharif
2020-09-14,26.7,30.5,24.2,80,1.3,Kancheepuram,2020,9,Kharif
2020-09-15,27.5,31.6,24.4,77,5.0,Kancheepuram,2020,9,Kharif
2020-09-16,28.0,33.0,24.6,79,3.9,Kancheepuram,2020,9,Kharif
2020-09-17,28.3,32.1,25.4,79,0.9,Kancheepuram,2020,9,Kharif
2020-09-18,28.3,33.0,25.5,76,15.2,Kancheepuram,2020,9,Kharif
2020-09-19,26.0,28.0,24.2,85,9.2,Kancheepuram,2020,9,Kharif
2020-09-20,26.3,30.1,24.8,83,7.9,Kancheepuram,2020,9,Kharif
2020-09-21,27.0,29.7,25.0,75,0.0,Kancheepuram,2020,9,Kharif
2020-09-22,28.9,33.4,24.8,67,0.3,Kancheepuram,2020,9,Kharif
2020-09-23,28.6,34.0,24.1,67,0.2,Kancheepuram,2020,9,Kharif
2020-09-24,29.3,34.5,25.0,70,0.0,Kancheepuram,2020,9,Kharif
2020-09-25,28.4,31.9,26.1,78,5.8,Kancheepuram,2020,9,Kharif
2020-09-26,28.0,32.5,25.0,76,1.1,Kancheepuram,2020,9,Kharif
2020-09-27,28.4,33.0,24.9,77,0.3,Kancheepuram,2020,9,Kharif
2020-09-28,28.0,33.4,25.3,76,3.5,Kancheepuram,2020,9,Kharif
2020-09-29,27.6,34.1,24.2,81,22.9,Kancheepuram,2020,9,Kharif
2020-09-30,26.4,28.8,24.1,86,8.7,Kancheepuram,2020,9,Kharif
2020-10-01,27.6,31.4,24.2,76,6.8,Kancheepuram,2020,10,Rabi
2020-10-02,28.9,33.4,24.8,70,0.0,Kancheepuram,2020,10,Rabi
2020-10-03,29.4,34.0,25.3,67,0.5,Kancheepuram,2020,10,Rabi
2020-10-04,29.5,33.8,26.5,63,0.4,Kancheepuram,2020,10,Rabi
2020-10-05,29.7,34.2,26.7,61,0.7,Kancheepuram,2020,10,Rabi
2020-10-06,29.8,34.2,25.6,63,0.6,Kancheepuram,2020,10,Rabi
2020-10-07,29.8,35.0,25.8,68,1.5,Kancheepuram,2020,10,Rabi
2020-10-08,29.3,34.8,24.8,72,0.4,Kancheepuram,2020,10,Rabi
2020-10-09,28.5,33.0,24.8,79,2.6,Kancheepuram,2020,10,Rabi
2020-10-10,27.2,31.3,24.5,85,13.3,Kancheepuram,2020,10,Rabi
2020-10-11,27.0,31.5,24.1,82,9.1,Kancheepuram,2020,10,Rabi
2020-10-12,27.6,32.0,25.0,78,1.1,Kancheepuram,2020,10,Rabi
2020-10-13,28.2,32.3,25.0,73,0.5,Kancheepuram,2020,10,Rabi
2020-10-14,28.6,33.5,25.0,62,0.0,Kancheepuram,2020,10,Rabi
2020-10-15,28.3,33.2,23.8,66,0.0,Kancheepuram,2020,10,Rabi
2020-10-16,28.6,33.5,24.4,76,1.0,Kancheepuram,2020,10,Rabi
2020-10-17,27.4,30.6,25.0,87,11.9,Kancheepuram,2020,10,Rabi
2020-10-18,26.7,30.9,24.5,88,3.5,Kancheepuram,2020,10,Rabi
2020-10-19,27.1,31.2,24.6,87,8.5,Kancheepuram,2020,10,Rabi
2020-10-20,26.6,29.8,25.0,89,8.2,Kancheepuram,2020,10,Rabi
2020-10-21,26.5,30.0,24.5,88,4.4,Kancheepuram,2020,10,Rabi
2020-10-22,27.2,32.0,24.5,84,20.6,Kancheepuram,2020,10,Rabi
2020-10-23,26.8,30.8,23.8,83,21.8,Kancheepuram,2020,10,Rabi
2020-10-24,27.6,32.3,24.2,76,0.0,Kancheepuram,2020,10,Rabi
2020-10-25,27.6,31.9,24.1,79,0.0,Kancheepuram,2020,10,Rabi
2020-10-26,26.9,31.5,23.4,80,0.4,Kancheepuram,2020,10,Rabi
2020-10-27,26.5,30.2,23.2,84,1.3,Kancheepuram,2020,10,Rabi
2020-10-28,25.7,29.5,23.5,85,6.1,Kancheepuram,2020,10,Rabi
2020-10-29,25.1,27.7,23.1,76,0.6,Kancheepuram,2020,10,Rabi
2020-10-30,26.4,31.1,22.7,72,0.2,Kancheepuram,2020,10,Rabi
2020-10-31,26.7,32.1,22.5,75,0.0,Kancheepuram,2020,10,Rabi
2020-11-01,26.9,32.2,22.2,77,0.0,Kancheepuram,2020,11,Rabi
2020-11-02,27.2,32.3,23.2,79,0.4,Kancheepuram,2020,11,Rabi
2020-11-03,27.2,31.5,23.8,82,0.3,Kancheepuram,2020,11,Rabi
2020-11-04,26.5,29.9,24.5,87,7.9,Kancheepuram,2020,11,Rabi
2020-11-05,26.5,31.0,23.9,86,10.7,Kancheepuram,2020,11,Rabi
2020-11-06,26.4,29.4,24.1,88,3.2,Kancheepuram,2020,11,Rabi
2020-11-07,26.1,29.3,24.1,88,2.9,Kancheepuram,2020,11,Rabi
2020-11-08,26.2,29.3,23.8,84,3.6,Kancheepuram,2020,11,Rabi
2020-11-09,25.8,30.3,22.4,75,0.0,Kancheepuram,2020,11,Rabi
2020-11-10,24.8,29.5,20.2,74,0.0,Kancheepuram,2020,11,Rabi
2020-11-11,25.4,29.6,22.3,77,1.6,Kancheepuram,2020,11,Rabi
2020-11-12,25.5,29.6,23.4,88,12.8,Kancheepuram,2020,11,Rabi
2020-11-13,25.3,27.9,23.8,92,13.9,Kancheepuram,2020,11,Rabi
2020-11-14,26.4,30.9,23.6,83,1.0,Kancheepuram,2020,11,Rabi
2020-11-15,24.9,26.1,24.1,94,11.3,Kancheepuram,2020,11,Rabi
2020-11-16,24.2,25.5,23.6,97,30.1,Kancheepuram,2020,11,Rabi
2020-11-17,25.6,29.4,23.2,87,12.7,Kancheepuram,2020,11,Rabi
2020-11-18,25.6,29.6,22.9,89,3.1,Kancheepuram,2020,11,Rabi
2020-11-19,25.6,28.8,23.1,87,1.0,Kancheepuram,2020,11,Rabi
2020-11-20,25.6,30.5,22.0,82,0.0,Kancheepuram,2020,11,Rabi
2020-11-21,24.2,29.8,20.0,79,0.0,Kancheepuram,2020,11,Rabi
